N.º,Fecha Tiempo. GMT-03:00,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de Ráfagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Dirección del viento. ø (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
6022,21/06/22 07:38:59,30.06,40.86,16.8
6023,21/06/22 07:43:59,30.06,48.096,18.3
6024,21/06/22 07:48:59,33.66,50.508,11.2
6025,21/06/22 07:53:59,42.084,57.708,21.1
6026,21/06/22 07:58:59,38.484,56.52,25.3
6027,21/06/22 08:03:59,43.272,63.72,22.5
6028,21/06/22 08:08:59,50.508,62.532,14
6029,21/06/22 08:13:59,39.672,64.908,14
6030,21/06/22 08:18:59,45.684,58.896,15.4
6031,21/06/22 08:23:59,37.26,54.108,5.6
6032,21/06/22 08:28:59,39.672,62.532,25.3
6033,21/06/22 08:33:59,45.684,63.72,25.3
6034,21/06/22 08:38:59,43.272,60.12,21.1
6035,21/06/22 08:43:59,36.072,55.296,21.1
6036,21/06/22 08:48:59,39.672,60.12,15.4
6037,21/06/22 08:53:59,38.484,63.72,21.1
6038,21/06/22 08:58:59,39.672,58.896,9.8
6039,21/06/22 09:03:59,37.26,55.296,14
6040,21/06/22 09:08:59,33.66,45.684,12.6
6041,21/06/22 09:13:59,32.472,51.696,11.2
6042,21/06/22 09:18:59,33.66,49.284,11.2
6043,21/06/22 09:23:59,36.072,50.508,349.6
6044,21/06/22 09:28:59,32.472,46.872,11.2
6045,21/06/22 09:33:59,34.848,50.508,21.1
6046,21/06/22 09:38:59,39.672,52.884,19.7
6047,21/06/22 09:43:59,33.66,62.532,14
6048,21/06/22 09:48:59,32.472,44.496,29.5
6049,21/06/22 09:53:59,40.86,55.296,22.5
6050,21/06/22 09:58:59,37.26,61.308,15.4
6051,21/06/22 10:03:59,36.072,57.708,32.3
6052,21/06/22 10:08:59,38.484,64.908,21.1
6053,21/06/22 10:13:59,42.084,61.308,25.3
6054,21/06/22 10:18:59,42.084,56.52,19.7
6055,21/06/22 10:23:59,48.096,70.92,18.3
6056,21/06/22 10:28:59,45.684,61.308,21.1
6057,21/06/22 10:33:59,42.084,61.308,22.5
6058,21/06/22 10:38:59,45.684,64.908,9.8
6059,21/06/22 10:43:59,48.096,63.72,19.7
6060,21/06/22 10:48:59,42.084,60.12,19.7
6061,21/06/22 10:53:59,36.072,56.52,23.9
6062,21/06/22 10:58:59,36.072,52.884,26.7
6063,21/06/22 11:03:59,42.084,64.908,16.8
6064,21/06/22 11:08:59,50.508,73.332,22.5
6065,21/06/22 11:13:59,43.272,58.896,19.7
6066,21/06/22 11:18:59,45.684,62.532,23.9
6067,21/06/22 11:23:59,40.86,52.884,21.1
6068,21/06/22 11:28:59,48.096,69.732,9.8
6069,21/06/22 11:33:59,55.296,73.332,26.7
6070,21/06/22 11:38:59,44.496,60.12,18.3
6071,21/06/22 11:43:59,46.872,61.308,22.5
6072,21/06/22 11:48:59,48.096,72.144,26.7
6073,21/06/22 11:53:59,49.284,67.32,21.1
6074,21/06/22 11:58:59,44.496,64.908,26.7
6075,21/06/22 12:03:59,45.684,63.72,26.7
6076,21/06/22 12:08:59,45.684,58.896,14
6077,21/06/22 12:13:59,52.884,69.732,21.1
6078,21/06/22 12:18:59,52.884,68.544,21.1
6079,21/06/22 12:23:59,49.284,72.144,25.3
6080,21/06/22 12:28:59,45.684,64.908,22.5
6081,21/06/22 12:33:59,39.672,66.132,16.8
6082,21/06/22 12:38:59,44.496,60.12,352.4
6083,21/06/22 12:43:59,49.284,66.132,345.4
6084,21/06/22 12:48:59,51.696,67.32,341.2
6085,21/06/22 12:53:59,48.096,74.556,341.2
6086,21/06/22 12:58:59,48.096,69.732,352.4
6087,21/06/22 13:03:59,46.872,61.308,346.8
6088,21/06/22 13:08:59,46.872,63.72,346.8
6089,21/06/22 13:13:59,48.096,58.896,336.9
6090,21/06/22 13:18:59,42.084,62.532,341.2
6091,21/06/22 13:23:59,45.684,68.544,352.4
6092,21/06/22 13:28:59,44.496,69.732,346.8
6093,21/06/22 13:33:59,46.872,64.908,0
6094,21/06/22 13:38:59,52.884,68.544,341.2
6095,21/06/22 13:43:59,46.872,70.92,12.6
6096,21/06/22 13:48:59,52.884,75.744,23.9
6097,21/06/22 13:53:59,54.108,78.156,339.7
6098,21/06/22 13:58:59,49.284,66.132,346.8
6099,21/06/22 14:03:59,57.708,78.156,336.9
6100,21/06/22 14:08:59,52.884,74.556,353.8
6101,21/06/22 14:13:59,51.696,76.932,320.1
6102,21/06/22 14:18:59,50.508,72.144,352.4
6103,21/06/22 14:23:59,45.684,69.732,18.3
6104,21/06/22 14:28:59,57.708,84.168,352.4
6105,21/06/22 14:33:59,51.696,69.732,344
6106,21/06/22 14:38:59,51.696,81.756,348.2
6107,21/06/22 14:43:59,60.12,91.368,338.3
6108,21/06/22 14:48:59,50.508,73.332,335.5
6109,21/06/22 14:53:59,51.696,73.332,11.2
6110,21/06/22 14:58:59,48.096,75.744,9.8
6111,21/06/22 15:03:59,52.884,70.92,355.2
6112,21/06/22 15:08:59,48.096,62.532,16.8
6113,21/06/22 15:13:59,51.696,67.32,345.4
6114,21/06/22 15:18:59,46.872,74.556,1.4
6115,21/06/22 15:23:59,52.884,74.556,345.4
6116,21/06/22 15:28:59,54.108,76.932,5.6
6117,21/06/22 15:33:59,45.684,68.544,355.2
6118,21/06/22 15:38:59,54.108,80.568,341.2
6119,21/06/22 15:43:59,50.508,78.156,324.3
6120,21/06/22 15:48:59,60.12,79.344,331.3
6121,21/06/22 15:53:59,55.296,78.156,318.7
6122,21/06/22 15:58:59,61.308,88.956,336.9
6123,21/06/22 16:03:59,64.908,88.956,325.7
6124,21/06/22 16:08:59,60.12,78.156,331.3
6125,21/06/22 16:13:59,60.12,81.756,313.1
6126,21/06/22 16:18:59,52.884,76.932,325.7
6127,21/06/22 16:23:59,54.108,78.156,265.3
6128,21/06/22 16:28:59,49.284,64.908,233.1
6129,21/06/22 16:33:59,54.108,75.744,224.6
6130,21/06/22 16:38:59,55.296,69.732,275.2
6131,21/06/22 16:43:59,57.708,76.932,205
6132,21/06/22 16:48:59,56.52,78.156,315.9
6133,21/06/22 16:53:59,61.308,81.756,315.9
6134,21/06/22 16:58:59,61.308,79.344,265.3
6135,21/06/22 17:03:59,57.708,78.156,206.4
6136,21/06/22 17:08:59,54.108,69.732,256.9
6137,21/06/22 17:13:59,56.52,70.92,235.9
6138,21/06/22 17:18:59,51.696,78.156,217.6
6139,21/06/22 17:23:59,54.108,78.156,183.9
6140,21/06/22 17:28:59,56.52,76.932,213.4
6141,21/06/22 17:33:59,50.508,70.92,314.5
6142,21/06/22 17:38:59,45.684,57.708,245.7
6143,21/06/22 17:43:59,49.284,62.532,219
6144,21/06/22 17:48:59,54.108,69.732,193.7
6145,21/06/22 17:53:59,49.284,75.744,179.7
6146,21/06/22 17:58:59,46.872,63.72,182.5
6147,21/06/22 18:03:59,54.108,75.744,279.4
6148,21/06/22 18:08:59,51.696,68.544,262.5
6149,21/06/22 18:13:59,45.684,62.532,196.5
6150,21/06/22 18:18:59,46.872,63.72,181.1
6151,21/06/22 18:23:59,42.084,66.132,146
6152,21/06/22 18:28:59,48.096,68.544,179.7
6153,21/06/22 18:33:59,48.096,69.732,181.1
6154,21/06/22 18:38:59,42.084,60.12,203.6
6155,21/06/22 18:43:59,49.284,66.132,261.1
6156,21/06/22 18:48:59,48.096,73.332,219
6157,21/06/22 18:53:59,49.284,68.544,185.3
6158,21/06/22 18:58:59,55.296,74.556,290.6
6159,21/06/22 19:03:59,48.096,64.908,256.9
6160,21/06/22 19:08:59,51.696,68.544,181.1
6161,21/06/22 19:13:59,52.884,64.908,271
6162,21/06/22 19:18:59,52.884,72.144,196.5
6163,21/06/22 19:23:59,52.884,66.132,185.3
6164,21/06/22 19:28:59,44.496,60.12,157.2
6165,21/06/22 19:33:59,44.496,60.12,89.9
6166,21/06/22 19:38:59,43.272,56.52,175.5
6167,21/06/22 19:43:59,49.284,80.568,293.4
6168,21/06/22 19:48:59,37.26,54.108,193.7
6169,21/06/22 19:53:59,42.084,62.532,262.5
6170,21/06/22 19:58:59,40.86,54.108,292
6171,21/06/22 20:03:59,39.672,50.508,338.3
6172,21/06/22 20:08:59,34.848,48.096,355.2
6173,21/06/22 20:13:59,40.86,58.896,9.8
6174,21/06/22 20:18:59,38.484,61.308,22.5
6175,21/06/22 20:23:59,43.272,55.296,12.6
6176,21/06/22 20:28:59,44.496,63.72,12.6
6177,21/06/22 20:33:59,42.084,64.908,9.8
6178,21/06/22 20:38:59,43.272,61.308,8.4
6179,21/06/22 20:43:59,46.872,64.908,15.4
6180,21/06/22 20:48:59,38.484,56.52,12.6
6181,21/06/22 20:53:59,40.86,57.708,18.3
6182,21/06/22 20:58:59,40.86,55.296,12.6
6183,21/06/22 21:03:59,40.86,58.896,14
6184,21/06/22 21:08:59,38.484,52.884,11.2
6185,21/06/22 21:13:59,44.496,56.52,16.8
6186,21/06/22 21:18:59,44.496,63.72,9.8
6187,21/06/22 21:23:59,44.496,60.12,16.8
6188,21/06/22 21:28:59,40.86,62.532,14
6189,21/06/22 21:33:59,39.672,61.308,11.2
6190,21/06/22 21:38:59,32.472,44.496,4.2
6191,21/06/22 21:43:59,42.084,58.896,349.6
6192,21/06/22 21:48:59,43.272,62.532,352.4
6193,21/06/22 21:53:59,37.26,50.508,355.2
6194,21/06/22 21:58:59,43.272,57.708,355.2
6195,21/06/22 22:03:59,42.084,56.52,352.4
6196,21/06/22 22:08:59,44.496,62.532,353.8
6197,21/06/22 22:13:59,51.696,79.344,348.2
6198,21/06/22 22:18:59,48.096,74.556,351
6199,21/06/22 22:23:59,48.096,66.132,352.4
6200,21/06/22 22:28:59,48.096,64.908,349.6
6201,21/06/22 22:33:59,45.684,60.12,1.4
6202,21/06/22 22:38:59,48.096,66.132,353.8
6203,21/06/22 22:43:59,49.284,64.908,349.6
6204,21/06/22 22:48:59,49.284,66.132,351
6205,21/06/22 22:53:59,45.684,73.332,355.2
6206,21/06/22 22:58:59,50.508,64.908,351
6207,21/06/22 23:03:59,49.284,66.132,353.8
6208,21/06/22 23:08:59,51.696,78.156,351
6209,21/06/22 23:13:59,55.296,74.556,351
6210,21/06/22 23:18:59,48.096,60.12,355.2
6211,21/06/22 23:23:59,49.284,68.544,351
6212,21/06/22 23:28:59,54.108,69.732,355.2
6213,21/06/22 23:33:59,52.884,70.92,351
6214,21/06/22 23:38:59,54.108,69.732,351
6215,21/06/22 23:43:59,52.884,63.72,353.8
6216,21/06/22 23:48:59,50.508,63.72,355.2
6217,21/06/22 23:53:59,46.872,62.532,355.2
6218,21/06/22 23:58:59,52.884,72.144,353.8
6219,22/06/22 00:03:59,52.884,76.932,351
6220,22/06/22 00:08:59,50.508,69.732,0
6221,22/06/22 00:13:59,55.296,76.932,0
6222,22/06/22 00:18:59,46.872,69.732,5.6
6223,22/06/22 00:23:59,48.096,64.908,7
6224,22/06/22 00:28:59,46.872,62.532,8.4
6225,22/06/22 00:33:59,46.872,63.72,16.8
6226,22/06/22 00:38:59,45.684,63.72,9.8
6227,22/06/22 00:43:59,42.084,57.708,19.7
6228,22/06/22 00:48:59,42.084,61.308,7
6229,22/06/22 00:53:59,44.496,61.308,8.4
6230,22/06/22 00:58:59,43.272,54.108,8.4
6231,22/06/22 01:03:59,44.496,60.12,5.6
6232,22/06/22 01:08:59,46.872,73.332,12.6
6233,22/06/22 01:13:59,44.496,61.308,9.8
6234,22/06/22 01:18:59,46.872,68.544,7
6235,22/06/22 01:23:59,44.496,66.132,11.2
6236,22/06/22 01:28:59,43.272,60.12,5.6
6237,22/06/22 01:33:59,46.872,66.132,0
6238,22/06/22 01:38:59,48.096,66.132,1.4
6239,22/06/22 01:43:59,50.508,70.92,11.2
6240,22/06/22 01:48:59,48.096,64.908,5.6
6241,22/06/22 01:53:59,48.096,75.744,7
6242,22/06/22 01:58:59,44.496,60.12,8.4
6243,22/06/22 02:03:59,44.496,62.532,7
6244,22/06/22 02:08:59,43.272,62.532,5.6
6245,22/06/22 02:13:59,48.096,70.92,355.2
6246,22/06/22 02:18:59,49.284,62.532,353.8
6247,22/06/22 02:23:59,48.096,62.532,355.2
6248,22/06/22 02:28:59,46.872,63.72,4.2
6249,22/06/22 02:33:59,50.508,76.932,7
6250,22/06/22 02:38:59,54.108,72.144,0
6251,22/06/22 02:43:59,49.284,69.732,8.4
6252,22/06/22 02:48:59,51.696,70.92,1.4
6253,22/06/22 02:53:59,51.696,67.32,9.8
6254,22/06/22 02:58:59,48.096,70.92,7
6255,22/06/22 03:03:59,48.096,68.544,12.6
6256,22/06/22 03:08:59,49.284,72.144,353.8
6257,22/06/22 03:13:59,52.884,70.92,5.6
6258,22/06/22 03:18:59,50.508,67.32,2.8
6259,22/06/22 03:23:59,49.284,68.544,8.4
6260,22/06/22 03:28:59,51.696,70.92,9.8
6261,22/06/22 03:33:59,50.508,63.72,8.4
6262,22/06/22 03:38:59,48.096,63.72,5.6
6263,22/06/22 03:43:59,50.508,67.32,355.2
6264,22/06/22 03:48:59,49.284,68.544,353.8
6265,22/06/22 03:53:59,60.12,88.956,351
6266,22/06/22 03:58:59,58.896,81.756,341.2
6267,22/06/22 04:03:59,58.896,79.344,303.2
6268,22/06/22 04:08:59,56.52,75.744,321.5
6269,22/06/22 04:13:59,51.696,66.132,328.5
6270,22/06/22 04:18:59,52.884,79.344,258.3
6271,22/06/22 04:23:59,50.508,63.72,289.2
6272,22/06/22 04:28:59,51.696,70.92,311.7
6273,22/06/22 04:33:59,52.884,72.144,259.7
6274,22/06/22 04:38:59,54.108,72.144,278
6275,22/06/22 04:43:59,51.696,76.932,130.6
6276,22/06/22 04:48:59,49.284,68.544,198
6277,22/06/22 04:53:59,54.108,69.732,320.1
6278,22/06/22 04:58:59,56.52,78.156,262.5
6279,22/06/22 05:03:59,50.508,63.72,339.7
6280,22/06/22 05:08:59,50.508,75.744,320.1
6281,22/06/22 05:13:59,51.696,66.132,328.5
6282,22/06/22 05:18:59,55.296,75.744,259.7
6283,22/06/22 05:23:59,51.696,64.908,324.3
6284,22/06/22 05:28:59,51.696,73.332,5.6
6285,22/06/22 05:33:59,56.52,70.92,210.6
6286,22/06/22 05:38:59,52.884,69.732,226
6287,22/06/22 05:43:59,52.884,74.556,8.4
6288,22/06/22 05:48:59,56.52,76.932,349.6
6289,22/06/22 05:53:59,46.872,67.32,29.5
6290,22/06/22 05:58:59,64.908,93.78,53.3
6291,22/06/22 06:03:59,62.532,88.956,82.8
6292,22/06/22 06:08:59,66.132,90.18,77.2
6293,22/06/22 06:13:59,73.332,99.792,70.2
6294,22/06/22 06:18:59,74.556,108.216,50.5
6295,22/06/22 06:23:59,69.732,99.792,56.2
6296,22/06/22 06:28:59,67.32,98.604,50.5
6297,22/06/22 06:33:59,67.32,93.78,54.8
6298,22/06/22 06:38:59,67.32,94.968,43.5
6299,22/06/22 06:43:59,60.12,90.18,50.5
6300,22/06/22 06:48:59,67.32,122.616,67.4
6301,22/06/22 06:53:59,70.92,98.604,63.2
6302,22/06/22 06:58:59,67.32,103.392,60.4
6303,22/06/22 07:03:59,63.72,104.58,60.4
6304,22/06/22 07:08:59,56.52,99.792,21.1
6305,22/06/22 07:13:59,56.52,85.356,30.9
6306,22/06/22 07:18:59,60.12,93.78,37.9
6307,22/06/22 07:23:59,67.32,105.804,44.9
6308,22/06/22 07:28:59,55.296,82.944,1.4
6309,22/06/22 07:33:59,55.296,80.568,46.3
6310,22/06/22 07:38:59,49.284,67.32,320.1
6311,22/06/22 07:43:59,54.108,85.356,325.7
6312,22/06/22 07:48:59,50.508,79.344,15.4
6313,22/06/22 07:53:59,56.52,85.356,16.8
6314,22/06/22 07:58:59,67.32,94.968,29.5
6315,22/06/22 08:03:59,57.708,94.968,16.8
6316,22/06/22 08:08:59,64.908,97.38,12.6
6317,22/06/22 08:13:59,69.732,96.192,40.7
6318,22/06/22 08:18:59,74.556,104.58,42.1
6319,22/06/22 08:23:59,63.72,100.98,51.9
6320,22/06/22 08:28:59,63.72,94.968,22.5
6321,22/06/22 08:33:59,56.52,75.744,32.3
6322,22/06/22 08:38:59,57.708,87.768,351
6323,22/06/22 08:43:59,60.12,82.944,339.7
6324,22/06/22 08:48:59,57.708,78.156,2.8
6325,22/06/22 08:53:59,51.696,81.756,9.8
6326,22/06/22 08:58:59,61.308,92.592,36.5
6327,22/06/22 09:03:59,55.296,79.344,2.8
6328,22/06/22 09:08:59,60.12,81.756,5.6
6329,22/06/22 09:13:59,54.108,79.344,15.4
6330,22/06/22 09:18:59,58.896,84.168,15.4
6331,22/06/22 09:23:59,51.696,96.192,12.6
6332,22/06/22 09:28:59,60.12,86.58,22.5
6333,22/06/22 09:33:59,73.332,99.792,32.3
6334,22/06/22 09:38:59,66.132,93.78,29.5
6335,22/06/22 09:43:59,68.544,93.78,37.9
6336,22/06/22 09:48:59,66.132,91.368,32.3
6337,22/06/22 09:53:59,60.12,88.956,40.7
6338,22/06/22 09:58:59,55.296,82.944,18.3
6339,22/06/22 10:03:59,68.544,91.368,21.1
6340,22/06/22 10:08:59,68.544,94.968,15.4
6341,22/06/22 10:13:59,64.908,82.944,33.7
6342,22/06/22 10:18:59,63.72,98.604,49.1
6343,22/06/22 10:23:59,62.532,86.58,22.5
6344,22/06/22 10:28:59,72.144,96.192,40.7
6345,22/06/22 10:33:59,69.732,96.192,26.7
6346,22/06/22 10:38:59,62.532,92.592,4.2
6347,22/06/22 10:43:59,61.308,94.968,19.7
6348,22/06/22 10:48:59,61.308,88.956,21.1
6349,22/06/22 10:53:59,58.896,81.756,2.8
6350,22/06/22 10:58:59,60.12,82.944,19.7
6351,22/06/22 11:03:59,54.108,86.58,8.4
6352,22/06/22 11:08:59,62.532,92.592,14
6353,22/06/22 11:13:59,57.708,84.168,7
6354,22/06/22 11:18:59,57.708,80.568,348.2
6355,22/06/22 11:23:59,60.12,76.932,342.6
6356,22/06/22 11:28:59,61.308,93.78,346.8
6357,22/06/22 11:33:59,66.132,87.768,351
6358,22/06/22 11:38:59,62.532,82.944,342.6
6359,22/06/22 11:43:59,58.896,78.156,349.6
6360,22/06/22 11:48:59,61.308,80.568,335.5
6361,22/06/22 11:53:59,55.296,74.556,346.8
6362,22/06/22 11:58:59,60.12,93.78,342.6
6363,22/06/22 12:03:59,51.696,73.332,335.5
6364,22/06/22 12:08:59,63.72,80.568,339.7
6365,22/06/22 12:13:59,55.296,87.768,339.7
6366,22/06/22 12:18:59,58.896,78.156,338.3
6367,22/06/22 12:23:59,63.72,87.768,342.6
6368,22/06/22 12:28:59,56.52,75.744,352.4
6369,22/06/22 12:33:59,62.532,88.956,344
6370,22/06/22 12:38:59,63.72,86.58,342.6
6371,22/06/22 12:43:59,61.308,84.168,341.2
6372,22/06/22 12:48:59,64.908,81.756,342.6
6373,22/06/22 12:53:59,60.12,82.944,349.6
6374,22/06/22 12:58:59,60.12,79.344,336.9
6375,22/06/22 13:03:59,55.296,82.944,351
6376,22/06/22 13:08:59,54.108,73.332,344
6377,22/06/22 13:13:59,61.308,86.58,4.2
6378,22/06/22 13:18:59,48.096,63.72,355.2
6379,22/06/22 13:23:59,50.508,76.932,349.6
6380,22/06/22 13:28:59,61.308,80.568,349.6
6381,22/06/22 13:33:59,60.12,85.356,351
6382,22/06/22 13:38:59,61.308,80.568,355.2
6383,22/06/22 13:43:59,61.308,85.356,353.8
6384,22/06/22 13:48:59,56.52,73.332,353.8
6385,22/06/22 13:53:59,60.12,86.58,345.4
6386,22/06/22 13:58:59,61.308,82.944,344
6387,22/06/22 14:03:59,57.708,75.744,345.4
6388,22/06/22 14:08:59,55.296,81.756,355.2
6389,22/06/22 14:13:59,58.896,76.932,351
6390,22/06/22 14:18:59,58.896,80.568,344
6391,22/06/22 14:23:59,56.52,82.944,349.6
6392,22/06/22 14:28:59,62.532,87.768,0
6393,22/06/22 14:33:59,61.308,84.168,355.2
6394,22/06/22 14:38:59,60.12,84.168,352.4
6395,22/06/22 14:43:59,55.296,86.58,329.9
6396,22/06/22 14:48:59,51.696,69.732,345.4
6397,22/06/22 14:53:59,44.496,74.556,345.4
6398,22/06/22 14:58:59,46.872,68.544,348.2
6399,22/06/22 15:03:59,51.696,84.168,351
6400,22/06/22 15:08:59,66.132,85.356,355.2
6401,22/06/22 15:13:59,50.508,79.344,344
6402,22/06/22 15:18:59,49.284,75.744,345.4
6403,22/06/22 15:23:59,49.284,72.144,338.3
6404,22/06/22 15:28:59,55.296,84.168,346.8
6405,22/06/22 15:33:59,56.52,76.932,352.4
6406,22/06/22 15:38:59,48.096,73.332,341.2
6407,22/06/22 15:43:59,50.508,68.544,335.5
6408,22/06/22 15:48:59,54.108,73.332,342.6
6409,22/06/22 15:53:59,52.884,78.156,349.6
6410,22/06/22 15:58:59,55.296,79.344,341.2
6411,22/06/22 16:03:59,50.508,72.144,336.9
6412,22/06/22 16:08:59,49.284,69.732,324.3
6413,22/06/22 16:13:59,46.872,85.356,334.1
6414,22/06/22 16:18:59,55.296,90.18,341.2
6415,22/06/22 16:23:59,51.696,79.344,353.8
6416,22/06/22 16:28:59,51.696,82.944,342.6
6417,22/06/22 16:33:59,50.508,75.744,345.4
6418,22/06/22 16:38:59,48.096,86.58,331.3
6419,22/06/22 16:43:59,51.696,80.568,342.6
6420,22/06/22 16:48:59,50.508,75.744,334.1
6421,22/06/22 16:53:59,44.496,63.72,338.3
6422,22/06/22 16:58:59,45.684,78.156,336.9
6423,22/06/22 17:03:59,37.26,64.908,349.6
6424,22/06/22 17:08:59,44.496,63.72,331.3
6425,22/06/22 17:13:59,37.26,48.096,335.5
6426,22/06/22 17:18:59,42.084,66.132,355.2
6427,22/06/22 17:23:59,45.684,70.92,352.4
6428,22/06/22 17:28:59,44.496,68.544,351
6429,22/06/22 17:33:59,45.684,87.768,352.4
6430,22/06/22 17:38:59,42.084,63.72,341.2
6431,22/06/22 17:43:59,36.072,58.896,327.1
6432,22/06/22 17:48:59,34.848,52.884,355.2
6433,22/06/22 17:53:59,33.66,50.508,339.7
6434,22/06/22 17:58:59,33.66,68.544,338.3
6435,22/06/22 18:03:59,34.848,57.708,336.9
6436,22/06/22 18:08:59,40.86,62.532,336.9
6437,22/06/22 18:13:59,44.496,62.532,355.2
6438,22/06/22 18:18:59,38.484,61.308,344
6439,22/06/22 18:23:59,34.848,50.508,351
6440,22/06/22 18:28:59,32.472,49.284,355.2
6441,22/06/22 18:33:59,34.848,64.908,355.2
6442,22/06/22 18:38:59,34.848,44.496,353.8
6443,22/06/22 18:43:59,38.484,62.532,346.8
6444,22/06/22 18:48:59,40.86,58.896,348.2
6445,22/06/22 18:53:59,37.26,54.108,341.2
6446,22/06/22 18:58:59,37.26,56.52,351
6447,22/06/22 19:03:59,37.26,61.308,341.2
6448,22/06/22 19:08:59,33.66,50.508,351
6449,22/06/22 19:13:59,37.26,58.896,355.2
6450,22/06/22 19:18:59,36.072,52.884,338.3
6451,22/06/22 19:23:59,36.072,51.696,355.2
6452,22/06/22 19:28:59,34.848,48.096,345.4
6453,22/06/22 19:33:59,39.672,60.12,341.2
6454,22/06/22 19:38:59,39.672,54.108,346.8
6455,22/06/22 19:43:59,39.672,58.896,4.2
6456,22/06/22 19:48:59,39.672,48.096,0
6457,22/06/22 19:53:59,39.672,54.108,346.8
6458,22/06/22 19:58:59,39.672,58.896,355.2
6459,22/06/22 20:03:59,39.672,54.108,351
6460,22/06/22 20:08:59,37.26,50.508,349.6
6461,22/06/22 20:13:59,40.86,55.296,353.8
6462,22/06/22 20:18:59,38.484,61.308,2.8
6463,22/06/22 20:23:59,42.084,66.132,2.8
6464,22/06/22 20:28:59,42.084,54.108,0
6465,22/06/22 20:33:59,39.672,58.896,355.2
6466,22/06/22 20:38:59,39.672,55.296,355.2
6467,22/06/22 20:43:59,39.672,56.52,349.6
6468,22/06/22 20:48:59,48.096,73.332,351
6469,22/06/22 20:53:59,40.86,54.108,349.6
6470,22/06/22 20:58:59,40.86,61.308,351
6471,22/06/22 21:03:59,43.272,60.12,22.5
6472,22/06/22 21:08:59,43.272,52.884,7
6473,22/06/22 21:13:59,40.86,60.12,355.2
6474,22/06/22 21:18:59,40.86,54.108,1.4
6475,22/06/22 21:23:59,45.684,61.308,42.1
6476,22/06/22 21:28:59,40.86,58.896,12.6
6477,22/06/22 21:33:59,40.86,51.696,1.4
6478,22/06/22 21:38:59,37.26,50.508,21.1
6479,22/06/22 21:43:59,39.672,55.296,5.6
6480,22/06/22 21:48:59,37.26,52.884,25.3
6481,22/06/22 21:53:59,37.26,50.508,16.8
6482,22/06/22 21:58:59,40.86,61.308,22.5
6483,22/06/22 22:03:59,46.872,61.308,32.3
6484,22/06/22 22:08:59,50.508,75.744,37.9
6485,22/06/22 22:13:59,49.284,61.308,39.3
6486,22/06/22 22:18:59,40.86,61.308,70.2
6487,22/06/22 22:23:59,45.684,61.308,44.9
6488,22/06/22 22:28:59,43.272,57.708,61.8
6489,22/06/22 22:33:59,45.684,58.896,77.2
6490,22/06/22 22:38:59,40.86,55.296,73
6491,22/06/22 22:43:59,38.484,55.296,66
6492,22/06/22 22:48:59,40.86,54.108,66
6493,22/06/22 22:53:59,46.872,72.144,54.8
6494,22/06/22 22:58:59,45.684,58.896,71.6
6495,22/06/22 23:03:59,46.872,61.308,60.4
6496,22/06/22 23:08:59,40.86,51.696,74.4
6497,22/06/22 23:13:59,45.684,60.12,91.3
6498,22/06/22 23:18:59,46.872,62.532,64.6
6499,22/06/22 23:23:59,45.684,62.532,77.2
6500,22/06/22 23:28:59,45.684,60.12,70.2
6501,22/06/22 23:33:59,45.684,63.72,61.8
6502,22/06/22 23:38:59,42.084,67.32,64.6
6503,22/06/22 23:43:59,44.496,62.532,82.8
6504,22/06/22 23:48:59,36.072,61.308,73
6505,22/06/22 23:53:59,31.248,48.096,95.5
6506,22/06/22 23:58:59,39.672,55.296,129.2
6507,23/06/22 00:03:59,37.26,50.508,110.9
6508,23/06/22 00:08:59,38.484,67.32,108.1
6509,23/06/22 00:13:59,37.26,69.732,96.9
6510,23/06/22 00:18:59,38.484,75.744,116.5
6511,23/06/22 00:23:59,38.484,52.884,133.4
6512,23/06/22 00:28:59,37.26,48.096,137.6
6513,23/06/22 00:33:59,38.484,54.108,136.2
6514,23/06/22 00:38:59,31.248,54.108,123.5
6515,23/06/22 00:43:59,34.848,50.508,129.2
6516,23/06/22 00:48:59,38.484,62.532,116.5
6517,23/06/22 00:53:59,37.26,49.284,134.8
6518,23/06/22 00:58:59,38.484,48.096,137.6
6519,23/06/22 01:03:59,34.848,51.696,136.2
6520,23/06/22 01:08:59,36.072,57.708,130.6
6521,23/06/22 01:13:59,33.66,48.096,126.4
6522,23/06/22 01:18:59,37.26,54.108,134.8
6523,23/06/22 01:23:59,33.66,55.296,109.5
6524,23/06/22 01:28:59,36.072,57.708,127.8
6525,23/06/22 01:33:59,31.248,60.12,96.9
6526,23/06/22 01:38:59,30.06,55.296,57.6
6527,23/06/22 01:43:59,37.26,55.296,109.5
6528,23/06/22 01:48:59,33.66,54.108,123.5
6529,23/06/22 01:53:59,33.66,62.532,101.1
6530,23/06/22 01:58:59,34.848,60.12,80
6531,23/06/22 02:03:59,34.848,55.296,101.1
6532,23/06/22 02:08:59,37.26,61.308,102.5
6533,23/06/22 02:13:59,38.484,52.884,129.2
6534,23/06/22 02:18:59,34.848,51.696,137.6
6535,23/06/22 02:23:59,34.848,62.532,141.8
6536,23/06/22 02:28:59,36.072,49.284,137.6
6537,23/06/22 02:33:59,32.472,54.108,139
6538,23/06/22 02:38:59,32.472,54.108,137.6
