T�tulo de trazado: 20682650,,,,
N.�,Fecha,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de R�fagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Direcci�n del viento. � (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
11790,11/11/19 14:07:13,20.448,30.06,193.7
11791,11/11/19 14:08:13,13.212,21.636,214.8
11792,11/11/19 14:09:13,12.024,19.224,227.4
11793,11/11/19 14:10:13,18.036,24.048,216.2
11794,11/11/19 14:11:13,19.224,21.636,216.2
11795,11/11/19 14:12:13,7.2,12.024,226
11796,11/11/19 14:13:13,14.436,18.036,165.7
11797,11/11/19 14:14:13,12.024,16.848,161.5
11798,11/11/19 14:15:13,7.2,9.612,189.5
11799,11/11/19 14:16:13,7.2,12.024,247.1
11800,11/11/19 14:17:13,6.012,12.024,237.3
11801,11/11/19 14:18:13,12.024,14.436,220.4
11802,11/11/19 14:19:13,13.212,16.848,216.2
11803,11/11/19 14:20:13,9.612,14.436,223.2
11804,11/11/19 14:21:13,10.836,13.212,231.6
11805,11/11/19 14:22:13,9.612,12.024,258.3
11806,11/11/19 14:23:13,8.424,12.024,247.1
11807,11/11/19 14:24:13,6.012,10.836,235.9
11808,11/11/19 14:25:13,4.824,6.012,248.5
11809,11/11/19 14:26:13,7.2,13.212,202.2
11810,11/11/19 14:27:13,14.436,15.624,181.1
11811,11/11/19 14:28:13,13.212,15.624,179.7
11812,11/11/19 14:29:13,7.2,10.836,167.1
11813,11/11/19 14:30:13,10.836,15.624,157.2
11814,11/11/19 14:31:13,12.024,14.436,127.8
11815,11/11/19 14:32:13,15.624,19.224,151.6
11816,11/11/19 14:33:13,9.612,15.624,171.3
11817,11/11/19 14:34:13,10.836,14.436,151.6
11818,11/11/19 14:35:13,12.024,16.848,196.5
11819,11/11/19 14:36:13,9.612,12.024,155.8
11820,11/11/19 14:37:13,10.836,14.436,146
11821,11/11/19 14:38:13,6.012,9.612,133.4
11822,11/11/19 14:39:13,10.836,18.036,214.8
11823,11/11/19 14:40:13,12.024,15.624,195.1
11824,11/11/19 14:41:13,7.2,9.612,200.8
11825,11/11/19 14:42:13,7.2,8.424,261.1
11826,11/11/19 14:43:13,4.824,6.012,216.2
11827,11/11/19 14:44:13,3.6,4.824,193.7
11828,11/11/19 14:45:13,3.6,8.424,168.5
11829,11/11/19 14:46:13,9.612,16.848,105.3
11830,11/11/19 14:47:13,16.848,22.86,64.6
11831,11/11/19 14:48:13,8.424,12.024,82.8
11832,11/11/19 14:49:13,6.012,12.024,88.4
11833,11/11/19 14:50:13,12.024,18.036,134.8
11834,11/11/19 14:51:13,8.424,13.212,151.6
11835,11/11/19 14:52:13,2.412,4.824,171.3
11836,11/11/19 14:53:13,2.412,4.824,124.9
11837,11/11/19 14:54:13,7.2,12.024,216.2
11838,11/11/19 14:55:13,22.86,28.872,314.5
11839,11/11/19 14:56:13,28.872,37.26,341.2
11840,11/11/19 14:57:13,15.624,21.636,355.2
11841,11/11/19 14:58:13,7.2,12.024,5.6
11842,11/11/19 14:59:13,12.024,21.636,292
11843,11/11/19 15:00:13,6.012,18.036,256.9
11844,11/11/19 15:01:13,8.424,13.212,278
11845,11/11/19 15:02:13,13.212,20.448,294.8
11846,11/11/19 15:03:13,19.224,25.236,315.9
11847,11/11/19 15:04:13,32.472,40.86,334.1
11848,11/11/19 15:05:13,34.848,40.86,328.5
11849,11/11/19 15:06:13,33.66,37.26,311.7
11850,11/11/19 15:07:13,24.048,30.06,304.7
11851,11/11/19 15:08:13,19.224,33.66,296.2
11852,11/11/19 15:09:13,19.224,31.248,314.5
11853,11/11/19 15:10:13,22.86,30.06,5.6
11854,11/11/19 15:11:13,19.224,22.86,19.7
11855,11/11/19 15:12:13,12.024,15.624,14
11856,11/11/19 15:13:13,21.636,26.46,353.8
11857,11/11/19 15:14:13,31.248,37.26,332.7
11858,11/11/19 15:15:13,39.672,55.296,325.7
11859,11/11/19 15:16:13,37.26,57.708,321.5
11860,11/11/19 15:17:13,36.072,39.672,320.1
11861,11/11/19 15:18:13,32.472,37.26,314.5
11862,11/11/19 15:19:13,30.06,36.072,301.8
11863,11/11/19 15:20:13,31.248,33.66,318.7
11864,11/11/19 15:21:13,31.248,42.084,336.9
11865,11/11/19 15:22:13,28.872,38.484,336.9
11866,11/11/19 15:23:13,39.672,46.872,324.3
11867,11/11/19 15:24:13,34.848,40.86,338.3
11868,11/11/19 15:25:13,36.072,40.86,345.4
11869,11/11/19 15:26:13,36.072,40.86,335.5
11870,11/11/19 15:27:13,30.06,34.848,318.7
11871,11/11/19 15:28:13,38.484,45.684,318.7
11872,11/11/19 15:29:13,37.26,50.508,332.7
11873,11/11/19 15:30:13,38.484,46.872,311.7
11874,11/11/19 15:31:13,38.484,43.272,334.1
11875,11/11/19 15:32:13,40.86,50.508,355.2
11876,11/11/19 15:33:13,37.26,48.096,353.8
11877,11/11/19 15:34:13,28.872,46.872,346.8
11878,11/11/19 15:35:13,20.448,27.648,338.3
11879,11/11/19 15:36:13,31.248,38.484,310.3
11880,11/11/19 15:37:13,43.272,58.896,339.7
11881,11/11/19 15:38:13,50.508,56.52,345.4
11882,11/11/19 15:39:13,32.472,39.672,344
11883,11/11/19 15:40:13,28.872,33.66,341.2
11884,11/11/19 15:41:13,34.848,43.272,336.9
11885,11/11/19 15:42:13,39.672,49.284,329.9
11886,11/11/19 15:43:13,39.672,49.284,321.5
11887,11/11/19 15:44:13,46.872,51.696,324.3
11888,11/11/19 15:45:13,44.496,50.508,321.5
11889,11/11/19 15:46:13,34.848,46.872,315.9
11890,11/11/19 15:47:13,31.248,38.484,313.1
11891,11/11/19 15:48:13,30.06,36.072,318.7
11892,11/11/19 15:49:13,38.484,43.272,315.9
11893,11/11/19 15:50:13,39.672,58.896,321.5
11894,11/11/19 15:51:13,39.672,52.884,324.3
11895,11/11/19 15:52:13,37.26,46.872,314.5
11896,11/11/19 15:53:13,39.672,49.284,315.9
11897,11/11/19 15:54:13,38.484,48.096,320.1
11898,11/11/19 15:55:13,34.848,48.096,325.7
11899,11/11/19 15:56:13,42.084,49.284,317.3
11900,11/11/19 15:57:13,34.848,44.496,328.5
11901,11/11/19 15:58:13,32.472,38.484,329.9
11902,11/11/19 15:59:13,32.472,44.496,325.7
11903,11/11/19 16:00:13,24.048,28.872,321.5
11904,11/11/19 16:01:13,30.06,33.66,320.1
11905,11/11/19 16:02:13,37.26,46.872,318.7
11906,11/11/19 16:03:13,33.66,38.484,310.3
11907,11/11/19 16:04:13,33.66,38.484,329.9
11908,11/11/19 16:05:13,37.26,48.096,338.3
11909,11/11/19 16:06:13,37.26,44.496,329.9
11910,11/11/19 16:07:13,32.472,37.26,331.3
11911,11/11/19 16:08:13,39.672,48.096,325.7
11912,11/11/19 16:09:13,39.672,56.52,318.7
11913,11/11/19 16:10:13,38.484,48.096,324.3
11914,11/11/19 16:11:13,37.26,46.872,329.9
11915,11/11/19 16:12:13,36.072,42.084,329.9
11916,11/11/19 16:13:13,40.86,48.096,314.5
11917,11/11/19 16:14:13,43.272,49.284,318.7
11918,11/11/19 16:15:13,39.672,56.52,318.7
11919,11/11/19 16:16:13,46.872,54.108,310.3
11920,11/11/19 16:17:13,42.084,51.696,334.1
11921,11/11/19 16:18:13,40.86,52.884,331.3
11922,11/11/19 16:19:13,37.26,45.684,331.3
11923,11/11/19 16:20:13,38.484,44.496,331.3
11924,11/11/19 16:21:13,36.072,49.284,314.5
11925,11/11/19 16:22:13,37.26,45.684,318.7
11926,11/11/19 16:23:13,40.86,48.096,313.1
11927,11/11/19 16:24:13,31.248,36.072,332.7
11928,11/11/19 16:25:13,27.648,34.848,346.8
11929,11/11/19 16:26:13,39.672,50.508,320.1
11930,11/11/19 16:27:13,40.86,48.096,328.5
11931,11/11/19 16:28:13,34.848,39.672,331.3
11932,11/11/19 16:29:13,33.66,40.86,314.5
11933,11/11/19 16:30:13,44.496,54.108,331.3
11934,11/11/19 16:31:13,30.06,37.26,338.3
11935,11/11/19 16:32:13,34.848,44.496,329.9
11936,11/11/19 16:33:13,36.072,48.096,327.1
11937,11/11/19 16:34:13,36.072,40.86,338.3
11938,11/11/19 16:35:13,44.496,54.108,342.6
11939,11/11/19 16:36:13,44.496,49.284,336.9
11940,11/11/19 16:37:13,38.484,48.096,338.3
11941,11/11/19 16:38:13,36.072,46.872,341.2
11942,11/11/19 16:39:13,38.484,56.52,341.2
11943,11/11/19 16:40:13,34.848,44.496,342.6
11944,11/11/19 16:41:13,39.672,49.284,344
11945,11/11/19 16:42:13,40.86,51.696,335.5
11946,11/11/19 16:43:13,44.496,51.696,339.7
11947,11/11/19 16:44:13,43.272,49.284,334.1
11948,11/11/19 16:45:13,37.26,49.284,339.7
11949,11/11/19 16:46:13,36.072,49.284,339.7
11950,11/11/19 16:47:13,38.484,45.684,322.9
11951,11/11/19 16:48:13,39.672,46.872,339.7
11952,11/11/19 16:49:13,42.084,51.696,342.6
11953,11/11/19 16:50:13,39.672,45.684,327.1
11954,11/11/19 16:51:13,42.084,46.872,345.4
11955,11/11/19 16:52:13,38.484,45.684,341.2
11956,11/11/19 16:53:13,33.66,40.86,336.9
11957,11/11/19 16:54:13,40.86,51.696,331.3
11958,11/11/19 16:55:13,40.86,55.296,321.5
11959,11/11/19 16:56:13,37.26,55.296,339.7
11960,11/11/19 16:57:13,39.672,52.884,329.9
11961,11/11/19 16:58:13,44.496,51.696,342.6
11962,11/11/19 16:59:13,37.26,44.496,345.4
11963,11/11/19 17:00:13,34.848,40.86,355.2
11964,11/11/19 17:01:13,32.472,39.672,0
11965,11/11/19 17:02:13,32.472,39.672,345.4
11966,11/11/19 17:03:13,28.872,37.26,336.9
11967,11/11/19 17:04:13,42.084,55.296,328.5
11968,11/11/19 17:05:13,38.484,44.496,334.1
11969,11/11/19 17:06:13,39.672,48.096,334.1
11970,11/11/19 17:07:13,43.272,50.508,341.2
11971,11/11/19 17:08:13,44.496,52.884,327.1
11972,11/11/19 17:09:13,40.86,49.284,341.2
11973,11/11/19 17:10:13,42.084,49.284,338.3
11974,11/11/19 17:11:13,40.86,46.872,342.6
11975,11/11/19 17:12:13,42.084,45.684,346.8
11976,11/11/19 17:13:13,37.26,50.508,331.3
11977,11/11/19 17:14:13,43.272,52.884,325.7
11978,11/11/19 17:15:13,28.872,34.848,341.2
11979,11/11/19 17:16:13,33.66,40.86,345.4
11980,11/11/19 17:17:13,36.072,43.272,334.1
11981,11/11/19 17:18:13,40.86,48.096,331.3
11982,11/11/19 17:19:13,40.86,45.684,344
11983,11/11/19 17:20:13,40.86,48.096,339.7
11984,11/11/19 17:21:13,42.084,48.096,344
11985,11/11/19 17:22:13,33.66,43.272,331.3
11986,11/11/19 17:23:13,34.848,40.86,339.7
11987,11/11/19 17:24:13,43.272,54.108,342.6
11988,11/11/19 17:25:13,45.684,52.884,339.7
11989,11/11/19 17:26:13,38.484,45.684,335.5
11990,11/11/19 17:27:13,39.672,48.096,329.9
11991,11/11/19 17:28:13,43.272,52.884,336.9
11992,11/11/19 17:29:13,45.684,48.096,339.7
11993,11/11/19 17:30:13,42.084,52.884,334.1
11994,11/11/19 17:31:13,46.872,57.708,334.1
11995,11/11/19 17:32:13,43.272,51.696,336.9
11996,11/11/19 17:33:13,45.684,52.884,336.9
11997,11/11/19 17:34:13,36.072,43.272,346.8
11998,11/11/19 17:35:13,38.484,45.684,346.8
11999,11/11/19 17:36:13,37.26,49.284,339.7
12000,11/11/19 17:37:13,40.86,48.096,341.2
12001,11/11/19 17:38:13,37.26,42.084,335.5
12002,11/11/19 17:39:13,37.26,43.272,349.6
12003,11/11/19 17:40:13,40.86,48.096,342.6
12004,11/11/19 17:41:13,42.084,48.096,342.6
12005,11/11/19 17:42:13,39.672,50.508,331.3
12006,11/11/19 17:43:13,36.072,49.284,344
12007,11/11/19 17:44:13,40.86,50.508,339.7
12008,11/11/19 17:45:13,32.472,38.484,339.7
12009,11/11/19 17:46:13,43.272,49.284,341.2
12010,11/11/19 17:47:13,39.672,44.496,352.4
12011,11/11/19 17:48:13,36.072,42.084,349.6
12012,11/11/19 17:49:13,42.084,49.284,336.9
12013,11/11/19 17:50:13,34.848,42.084,348.2
12014,11/11/19 17:51:13,33.66,39.672,348.2
12015,11/11/19 17:52:13,36.072,44.496,14
12016,11/11/19 17:53:13,34.848,39.672,345.4
12017,11/11/19 17:54:13,36.072,43.272,351
12018,11/11/19 17:55:13,32.472,38.484,338.3
12019,11/11/19 17:56:13,36.072,43.272,335.5
12020,11/11/19 17:57:13,42.084,54.108,322.9
12021,11/11/19 17:58:13,43.272,54.108,324.3
12022,11/11/19 17:59:13,46.872,54.108,346.8
12023,11/11/19 18:00:13,44.496,51.696,336.9
12024,11/11/19 18:01:13,44.496,52.884,334.1
12025,11/11/19 18:02:13,49.284,58.896,338.3
12026,11/11/19 18:03:13,49.284,57.708,344
12027,11/11/19 18:04:13,48.096,54.108,344
12028,11/11/19 18:05:13,44.496,50.508,338.3
12029,11/11/19 18:06:13,38.484,44.496,335.5
12030,11/11/19 18:07:13,39.672,48.096,342.6
12031,11/11/19 18:08:13,40.86,50.508,335.5
12032,11/11/19 18:09:13,46.872,54.108,339.7
12033,11/11/19 18:10:13,44.496,51.696,332.7
12034,11/11/19 18:11:13,49.284,56.52,335.5
12035,11/11/19 18:12:13,46.872,52.884,332.7
12036,11/11/19 18:13:13,40.86,46.872,331.3
12037,11/11/19 18:14:13,33.66,40.86,345.4
12038,11/11/19 18:15:13,37.26,45.684,345.4
12039,11/11/19 18:16:13,43.272,55.296,342.6
12040,11/11/19 18:17:13,44.496,49.284,335.5
12041,11/11/19 18:18:13,42.084,46.872,342.6
12042,11/11/19 18:19:13,36.072,44.496,336.9
12043,11/11/19 18:20:13,42.084,51.696,339.7
12044,11/11/19 18:21:13,39.672,49.284,342.6
12045,11/11/19 18:22:13,40.86,45.684,342.6
12046,11/11/19 18:23:13,43.272,52.884,338.3
12047,11/11/19 18:24:13,48.096,52.884,335.5
12048,11/11/19 18:25:13,37.26,42.084,336.9
12049,11/11/19 18:26:13,34.848,44.496,345.4
12050,11/11/19 18:27:13,45.684,55.296,336.9
12051,11/11/19 18:28:13,40.86,48.096,334.1
12052,11/11/19 18:29:13,43.272,50.508,341.2
12053,11/11/19 18:30:13,44.496,51.696,341.2
12054,11/11/19 18:31:13,42.084,51.696,341.2
12055,11/11/19 18:32:13,38.484,44.496,341.2
12056,11/11/19 18:33:13,36.072,42.084,351
12057,11/11/19 18:34:13,33.66,38.484,328.5
12058,11/11/19 18:35:13,31.248,38.484,334.1
12059,11/11/19 18:36:13,38.484,46.872,338.3
12060,11/11/19 18:37:13,38.484,50.508,344
12061,11/11/19 18:38:13,44.496,49.284,338.3
12062,11/11/19 18:39:13,40.86,46.872,344
12063,11/11/19 18:40:13,39.672,45.684,353.8
12064,11/11/19 18:41:13,37.26,43.272,334.1
12065,11/11/19 18:42:13,34.848,49.284,332.7
12066,11/11/19 18:43:13,39.672,50.508,336.9
12067,11/11/19 18:44:13,42.084,49.284,334.1
12068,11/11/19 18:45:13,42.084,50.508,332.7
12069,11/11/19 18:46:13,36.072,39.672,345.4
12070,11/11/19 18:47:13,38.484,45.684,334.1
12071,11/11/19 18:48:13,34.848,40.86,336.9
12072,11/11/19 18:49:13,33.66,42.084,336.9
12073,11/11/19 18:50:13,37.26,45.684,341.2
12074,11/11/19 18:51:13,38.484,45.684,341.2
12075,11/11/19 18:52:13,40.86,55.296,332.7
12076,11/11/19 18:53:13,39.672,50.508,339.7
12077,11/11/19 18:54:13,36.072,43.272,344
12078,11/11/19 18:55:13,31.248,40.86,346.8
12079,11/11/19 18:56:13,36.072,42.084,342.6
12080,11/11/19 18:57:13,34.848,48.096,351
12081,11/11/19 18:58:13,36.072,43.272,331.3
12082,11/11/19 18:59:13,34.848,42.084,336.9
12083,11/11/19 19:00:13,37.26,48.096,331.3
12084,11/11/19 19:01:13,36.072,42.084,332.7
12085,11/11/19 19:02:13,32.472,39.672,336.9
12086,11/11/19 19:03:13,32.472,38.484,345.4
12087,11/11/19 19:04:13,33.66,52.884,338.3
12088,11/11/19 19:05:13,45.684,50.508,344
12089,11/11/19 19:06:13,40.86,52.884,344
12090,11/11/19 19:07:13,42.084,50.508,344
12091,11/11/19 19:08:13,33.66,38.484,339.7
12092,11/11/19 19:09:13,37.26,44.496,336.9
12093,11/11/19 19:10:13,36.072,42.084,339.7
12094,11/11/19 19:11:13,34.848,44.496,329.9
12095,11/11/19 19:12:13,32.472,37.26,341.2
12096,11/11/19 19:13:13,32.472,38.484,345.4
12097,11/11/19 19:14:13,33.66,42.084,341.2
12098,11/11/19 19:15:13,36.072,50.508,336.9
12099,11/11/19 19:16:13,40.86,48.096,331.3
12100,11/11/19 19:17:13,40.86,46.872,331.3
12101,11/11/19 19:18:13,39.672,45.684,339.7
12102,11/11/19 19:19:13,40.86,48.096,338.3
12103,11/11/19 19:20:13,38.484,46.872,342.6
12104,11/11/19 19:21:13,42.084,49.284,346.8
12105,11/11/19 19:22:13,36.072,42.084,338.3
12106,11/11/19 19:23:13,33.66,42.084,345.4
12107,11/11/19 19:24:13,40.86,46.872,342.6
12108,11/11/19 19:25:13,46.872,52.884,339.7
12109,11/11/19 19:26:13,44.496,50.508,341.2
12110,11/11/19 19:27:13,44.496,49.284,335.5
12111,11/11/19 19:28:13,44.496,52.884,344
12112,11/11/19 19:29:13,39.672,48.096,342.6
12113,11/11/19 19:30:13,44.496,52.884,339.7
12114,11/11/19 19:31:13,45.684,56.52,345.4
12115,11/11/19 19:32:13,43.272,49.284,355.2
12116,11/11/19 19:33:13,40.86,49.284,348.2
12117,11/11/19 19:34:13,38.484,46.872,351
12118,11/11/19 19:35:13,42.084,48.096,345.4
12119,11/11/19 19:36:13,46.872,56.52,336.9
12120,11/11/19 19:37:13,38.484,44.496,345.4
12121,11/11/19 19:38:13,43.272,50.508,346.8
12122,11/11/19 19:39:13,45.684,52.884,349.6
12123,11/11/19 19:40:13,45.684,54.108,334.1
12124,11/11/19 19:41:13,40.86,50.508,329.9
12125,11/11/19 19:42:13,42.084,56.52,332.7
12126,11/11/19 19:43:13,45.684,50.508,336.9
12127,11/11/19 19:44:13,44.496,49.284,344
12128,11/11/19 19:45:13,48.096,58.896,339.7
12129,11/11/19 19:46:13,48.096,52.884,344
12130,11/11/19 19:47:13,48.096,56.52,348.2
12131,11/11/19 19:48:13,40.86,45.684,349.6
12132,11/11/19 19:49:13,45.684,54.108,349.6
12133,11/11/19 19:50:13,39.672,49.284,355.2
12134,11/11/19 19:51:13,44.496,49.284,346.8
12135,11/11/19 19:52:13,43.272,45.684,351
12136,11/11/19 19:53:13,42.084,48.096,348.2
12137,11/11/19 19:54:13,42.084,48.096,351
12138,11/11/19 19:55:13,38.484,44.496,351
12139,11/11/19 19:56:13,43.272,50.508,346.8
12140,11/11/19 19:57:13,46.872,56.52,348.2
12141,11/11/19 19:58:13,45.684,52.884,352.4
12142,11/11/19 19:59:13,43.272,51.696,341.2
12143,11/11/19 20:00:13,39.672,50.508,349.6
12144,11/11/19 20:01:13,44.496,51.696,349.6
12145,11/11/19 20:02:13,39.672,45.684,355.2
12146,11/11/19 20:03:13,32.472,43.272,0
12147,11/11/19 20:04:13,33.66,39.672,352.4
12148,11/11/19 20:05:13,32.472,45.684,2.8
12149,11/11/19 20:06:13,32.472,38.484,352.4
12150,11/11/19 20:07:13,38.484,49.284,336.9
12151,11/11/19 20:08:13,43.272,49.284,349.6
12152,11/11/19 20:09:13,39.672,44.496,344
12153,11/11/19 20:10:13,40.86,46.872,341.2
12154,11/11/19 20:11:13,40.86,48.096,348.2
12155,11/11/19 20:12:13,38.484,43.272,339.7
12156,11/11/19 20:13:13,42.084,50.508,342.6
12157,11/11/19 20:14:13,37.26,46.872,334.1
12158,11/11/19 20:15:13,37.26,42.084,338.3
12159,11/11/19 20:16:13,43.272,56.52,335.5
12160,11/11/19 20:17:13,38.484,46.872,344
12161,11/11/19 20:18:13,36.072,42.084,338.3
12162,11/11/19 20:19:13,37.26,45.684,338.3
12163,11/11/19 20:20:13,36.072,43.272,339.7
12164,11/11/19 20:21:13,39.672,46.872,346.8
12165,11/11/19 20:22:13,31.248,37.26,346.8
12166,11/11/19 20:23:13,36.072,40.86,345.4
12167,11/11/19 20:24:13,38.484,46.872,335.5
12168,11/11/19 20:25:13,38.484,43.272,339.7
12169,11/11/19 20:26:13,40.86,46.872,341.2
12170,11/11/19 20:27:13,40.86,45.684,332.7
12171,11/11/19 20:28:13,39.672,46.872,341.2
12172,11/11/19 20:29:13,44.496,49.284,346.8
12173,11/11/19 20:30:13,39.672,48.096,345.4
12174,11/11/19 20:31:13,39.672,44.496,344
12175,11/11/19 20:32:13,38.484,45.684,334.1
12176,11/11/19 20:33:13,40.86,51.696,342.6
12177,11/11/19 20:34:13,31.248,38.484,341.2
12178,11/11/19 20:35:13,39.672,48.096,336.9
12179,11/11/19 20:36:13,49.284,58.896,338.3
12180,11/11/19 20:37:13,40.86,45.684,329.9
12181,11/11/19 20:38:13,34.848,44.496,325.7
12182,11/11/19 20:39:13,34.848,40.86,332.7
12183,11/11/19 20:40:13,31.248,38.484,338.3
12184,11/11/19 20:41:13,37.26,44.496,332.7
12185,11/11/19 20:42:13,40.86,51.696,341.2
12186,11/11/19 20:43:13,54.108,63.72,339.7
12187,11/11/19 20:44:13,49.284,52.884,335.5
12188,11/11/19 20:45:13,44.496,50.508,329.9
12189,11/11/19 20:46:13,36.072,43.272,328.5
12190,11/11/19 20:47:13,34.848,40.86,334.1
12191,11/11/19 20:48:13,34.848,44.496,334.1
12192,11/11/19 20:49:13,43.272,46.872,329.9
12193,11/11/19 20:50:13,44.496,50.508,328.5
12194,11/11/19 20:51:13,43.272,51.696,332.7
12195,11/11/19 20:52:13,48.096,54.108,329.9
12196,11/11/19 20:53:13,43.272,50.508,335.5
12197,11/11/19 20:54:13,44.496,49.284,339.7
12198,11/11/19 20:55:13,43.272,49.284,341.2
12199,11/11/19 20:56:13,49.284,56.52,341.2
12200,11/11/19 20:57:13,50.508,55.296,341.2
12201,11/11/19 20:58:13,50.508,55.296,344
12202,11/11/19 20:59:13,50.508,56.52,339.7
12203,11/11/19 21:00:13,45.684,54.108,341.2
12204,11/11/19 21:01:13,43.272,50.508,338.3
12205,11/11/19 21:02:13,45.684,50.508,335.5
12206,11/11/19 21:03:13,50.508,55.296,331.3
12207,11/11/19 21:04:13,42.084,49.284,325.7
12208,11/11/19 21:05:13,36.072,42.084,322.9
12209,11/11/19 21:06:13,42.084,48.096,327.1
12210,11/11/19 21:07:13,39.672,48.096,328.5
12211,11/11/19 21:08:13,42.084,48.096,335.5
12212,11/11/19 21:09:13,39.672,45.684,322.9
12213,11/11/19 21:10:13,40.86,49.284,331.3
12214,11/11/19 21:11:13,39.672,49.284,331.3
12215,11/11/19 21:12:13,44.496,50.508,328.5
12216,11/11/19 21:13:13,46.872,55.296,334.1
12217,11/11/19 21:14:13,48.096,52.884,341.2
12218,11/11/19 21:15:13,45.684,51.696,339.7
12219,11/11/19 21:16:13,43.272,49.284,336.9
12220,11/11/19 21:17:13,37.26,45.684,328.5
12221,11/11/19 21:18:13,36.072,40.86,327.1
12222,11/11/19 21:19:13,32.472,39.672,327.1
12223,11/11/19 21:20:13,39.672,49.284,334.1
12224,11/11/19 21:21:13,51.696,62.532,339.7
12225,11/11/19 21:22:13,51.696,62.532,336.9
12226,11/11/19 21:23:13,42.084,52.884,335.5
12227,11/11/19 21:24:13,37.26,43.272,336.9
12228,11/11/19 21:25:13,33.66,40.86,341.2
12229,11/11/19 21:26:13,38.484,42.084,334.1
12230,11/11/19 21:27:13,45.684,54.108,342.6
12231,11/11/19 21:28:13,49.284,56.52,336.9
12232,11/11/19 21:29:13,44.496,52.884,338.3
12233,11/11/19 21:30:13,43.272,51.696,334.1
12234,11/11/19 21:31:13,42.084,51.696,331.3
12235,11/11/19 21:32:13,36.072,40.86,332.7
12236,11/11/19 21:33:13,32.472,39.672,332.7
12237,11/11/19 21:34:13,37.26,40.86,331.3
12238,11/11/19 21:35:13,44.496,50.508,334.1
12239,11/11/19 21:36:13,48.096,57.708,335.5
12240,11/11/19 21:37:13,48.096,55.296,338.3
12241,11/11/19 21:38:13,46.872,51.696,338.3
12242,11/11/19 21:39:13,44.496,49.284,335.5
12243,11/11/19 21:40:13,44.496,50.508,332.7
12244,11/11/19 21:41:13,40.86,46.872,336.9
12245,11/11/19 21:42:13,38.484,44.496,325.7
12246,11/11/19 21:43:13,37.26,40.86,327.1
12247,11/11/19 21:44:13,36.072,42.084,320.1
12248,11/11/19 21:45:13,34.848,43.272,327.1
12249,11/11/19 21:46:13,34.848,38.484,334.1
12250,11/11/19 21:47:13,36.072,48.096,339.7
12251,11/11/19 21:48:13,51.696,55.296,341.2
12252,11/11/19 21:49:13,48.096,54.108,338.3
12253,11/11/19 21:50:13,49.284,58.896,336.9
12254,11/11/19 21:51:13,48.096,56.52,339.7
12255,11/11/19 21:52:13,44.496,52.884,339.7
12256,11/11/19 21:53:13,40.86,45.684,336.9
12257,11/11/19 21:54:13,42.084,46.872,334.1
12258,11/11/19 21:55:13,34.848,39.672,329.9
12259,11/11/19 21:56:13,42.084,55.296,335.5
12260,11/11/19 21:57:13,44.496,52.884,336.9
12261,11/11/19 21:58:13,38.484,49.284,336.9
12262,11/11/19 21:59:13,44.496,50.508,341.2
12263,11/11/19 22:00:13,45.684,52.884,339.7
12264,11/11/19 22:01:13,34.848,42.084,342.6
12265,11/11/19 22:02:13,39.672,46.872,338.3
12266,11/11/19 22:03:13,43.272,50.508,328.5
12267,11/11/19 22:04:13,42.084,48.096,321.5
12268,11/11/19 22:05:13,36.072,40.86,317.3
12269,11/11/19 22:06:13,33.66,38.484,315.9
12270,11/11/19 22:07:13,30.06,36.072,322.9
12271,11/11/19 22:08:13,28.872,36.072,325.7
12272,11/11/19 22:09:13,26.46,36.072,329.9
12273,11/11/19 22:10:13,33.66,39.672,335.5
12274,11/11/19 22:11:13,38.484,43.272,344
12275,11/11/19 22:12:13,39.672,43.272,346.8
12276,11/11/19 22:13:13,37.26,42.084,351
12277,11/11/19 22:14:13,34.848,39.672,352.4
12278,11/11/19 22:15:13,39.672,45.684,344
12279,11/11/19 22:16:13,37.26,46.872,345.4
12280,11/11/19 22:17:13,37.26,44.496,341.2
12281,11/11/19 22:18:13,40.86,48.096,346.8
12282,11/11/19 22:19:13,42.084,45.684,346.8
12283,11/11/19 22:20:13,37.26,39.672,346.8
12284,11/11/19 22:21:13,36.072,42.084,342.6
12285,11/11/19 22:22:13,33.66,39.672,341.2
12286,11/11/19 22:23:13,34.848,39.672,345.4
12287,11/11/19 22:24:13,33.66,38.484,336.9
12288,11/11/19 22:25:13,31.248,34.848,336.9
12289,11/11/19 22:26:13,33.66,38.484,339.7
